index,kategori,subkategori,location/city,nama,deskripsi
287,Sponsor,Consumer Goods Industry,"Jalan Raya Betro No. 678 
Sedati, Sidoarjo - 61253 
East Java – Indonesia
Phone: +62 (0)31 891 0434
Fax: +62 (0)31 891 1108
Email: corsec.integra@iil.co.id
www.integragroup-indonesia.com",Integra Indocabinet,"PT Integra Indocabinet Tbk adalah produsen produk kayu yang berbasis di Indonesia, seperti furnitur dalam dan luar ruangan untuk rumah, kantor, dan industri perhotelan dengan Thema dan Vittorio sebagai merek utamanya . Perusahaan juga memproduksi produk berbahan dasar rotan."
288,Sponsor,Consumer Goods Industry,"Jalan Raya Rungkut No. 15-17
Surabaya - 60293
Phone: +62 31 870 0088
Fax : +62 31 870 0544
Email: kedawung@sby.centrin.net.id
www.kedaung.com",Kedaung Indah Can,"PT Kedaung Indah Can Tbk adalah produsen dan eksportir produk kaleng kaleng serta peralatan masak enamel on steel, seperti ketel teh, wajan dan panci, pemanggang oval, mug, mangkuk pengaduk, dan nampan. Perusahaan ini merupakan bagian dari Grup Kedaung."
289,Sponsor,Consumer Goods Industry,"Jalan Letjen Sutoyo No. 256
Waru
Sidoarjo, East Java
Phone: +62 31 566 2789
Fax: +62 31 853 3588
Email: corp_sec@langgengmakmur.com
www.langgengmakmur.com",Langgeng Makmur Industri,"PT Langgeng Makmur Industri Tbk merupakan perusahaan yang berbasis di Indonesia yang mengkhususkan diri dalam produksi peralatan dapur aluminium. Perusahaan juga memproduksi berbagai jenis peralatan plastik, peralatan rumah tangga plastik dan pasticware industri serta pipa PVC dan tas anyaman plastik."
290,Sponsor,Consumer Goods Industry,"Talavera Office Park, 8th-10th Floor
Jalan Letjend. T.B. Simatupang No. 22-26 
Jakarta 12430
Phone: +62 21 759 24500
Fax: +62 21 759 24501
Email: info@darya-varia.com
www.darya-varia.com",Darya-Varia Laboratoria,"PT Darya Varia Laboratoria Tbk adalah perusahaan farmasi Indonesia. Perusahaan ini memproduksi, memperdagangkan dan mendistribusikan obat obatan dan produk perawatan kesehatan."
291,Sponsor,Consumer Goods Industry,"Jalan Indofarma No. 1
West Cikarang
Bekasi - 17530
Phone: +62 21 8832 3975
Fax: +62 21 8832 3972
Email: general@indofarma.co.id
www.indofarmagroup.com",Indofarma,PT Indofarma Tbk adalah perusahaan farmasi milik negara Indonesia.
292,Sponsor,Consumer Goods Industry,"Kalbe Building, 3rd Floor
Jalan Letjend. Suprapto Kav. 4
Jakarta 10510
Phone: +62 21 4287 3888
Fax: +62 21 4287 3678
Email: info@kalbe.co.id
www.kalbefarma.com",Kalbe Farma,"PT Kalbe Farma Tbk adalah perusahaan farmasi terdaftar terbesar di Indonesia dan Asia Tenggara. Fokus bisnis utama Kalbe Farma bertumpu pada empat divisi obat resep, produk kesehatan konsumen, nutrisi, serta distribusi dan logistik. Perusahaan ini adalah penyedia terkemuka solusi perawatan kesehatan komprehensif , mulai dari obat obatan, nutrisi, makanan dan minuman kesehatan hingga peralatan medis, termasuk layanan kesehatan primer."
293,Sponsor,Consumer Goods Industry,"Jalan Veteran No. 9
Jakarta - 10110
Phone: +62 21 384 7709
Fax: +62 21 526 1508
Email: corsec@kimiafarma.co.id
www.kimiafarma.co.id",Kimia Farma,"PT Kimia Farma Tbk adalah perusahaan farmasi milik negara di Indonesia. Kimia Farma memproduksi, memasarkan dan mendistribusikan bahan kimia, farmasi, biologi dan bahan lain yang diperlukan untuk produksi sediaan farmasi, alat kontrasepsi, kosmetik, obat tradisional, alat kesehatan, produk makanan minuman, dan produk lainnya termasuk di sektor perkebunan dan pertambangan."
294,Sponsor,Consumer Goods Industry,"Plaza Bapindo, Citibank Tower Floor 2
Jalan Jendral Sudirman Kav. 54 - 55
Jakarta - 12190
Phone: +62 21 526 8388
Fax: +62 21 526 8389
Email: wahyu_trikusumo@bat.com
www.bentoel.co.id",Bentoel International Investama,"PT Bentoel Internasional Investama Tbk adalah produsen tembakau Indonesia. Perusahaan ini bergerak dalam bidang manufaktur, pemasaran dan penjualan beragam jenis cerutu, sigaret dan produk kretek rokok kretek . Mereknya antara lain Dunhill, Lucky Strike, Pall Mall dan beberapa lainnya."
295,Sponsor,Consumer Goods Industry,"Jalan Semampir II/1 
Kediri - 64121
 Phone: +62 354 682 091
 Fax: +62 354 681 555",Gudang Garam,"PT Gudang Garam Tbk merupakan perusahaan Indonesia yang bergerak di bidang manufaktur rokok. Perusahaan ini merupakan produsen rokok kretek terkemuka rokok jenis kretek ini merupakan merek dagang Indonesia . Perusahaan ini memproduksi berbagai macam rokok kretek termasuk varian rendah tar, rendah nikotin, dan kretek linting tangan tradisional, yang didistribusikan di dalam negeri dan seluruh dunia."
296,Sponsor,Consumer Goods Industry,"Head Office:
Jalan Rungkut Industri Raya No. 18
Surabaya - 60293",HM Sampoerna,"PT Hanjaya Mandala Sampoerna Tbk HM Sampoerna adalah perusahaan tembakau terbesar di Indonesia yang menguasai sekitar 35 persen pasar tembakau Indonesia. HM Sampoerna mengoperasikan tujuh fasilitas manufaktur di Indonesia dua fasilitas produksi kretek mesin SKM dan 5 fasilitas produksi kretek tangan SKT kretek adalah rokok kretek yang sangat populer dan merupakan merek dagang Indonesia . Perusahaan juga mendistribusikan merek terkenal Marlboro di pasar dalam negeri. Pada tahun 2005 Sampoerna dijual kepada Philip Morris, raksasa rokok dan tembakau internasional. HM Sampoerna merupakan salah satu perusahaan Indonesia terbesar di Bursa Efek Indonesia IHSG dalam hal kapitalisasi pasar."
297,Sponsor,Consumer Goods Industry,"Graha Wismilak
Jalan Dr. Sutomo 27
Surabaya - 60264
Phone: +62 31 295 2899
Fax: +62 31 295 2800
Email: surjanto@wismilak.com
www.wismilak.com",Wismilak Inti Makmur,"PT Wismilak Inti Makmur Tbk adalah produsen rokok Indonesia yang memproduksi lebih dari dua miliar batang rokok kretek tangan, sigaret kretek mesin, dan cerutu pada tahun 2014. Perusahaan ini memiliki 20 cabang, 4 titik stok, 5 merek rokok lintingan tangan , 3 merek rokok kretek mesin, dan 29 agen yang tersebar di seluruh pulau besar Indonesia. Pada bulan Desember 2012, Wismilak Inti Makmur melakukan penawaran umum perdana IPO di Bursa Efek Indonesia BEI dan mengumpulkan dana sebesar Rp 366 miliar."
298,Sponsor,Event Solutions,"The City Tower, 7th Floor
Jalan M.H. Thamrin No 81
Central Jakarta
Phone: +62 21 3199 6077
Fax: +62 21 3199 6227
www.dyandramedia.com",Dyandra Media International,"PT Dyandra Media International Tbk, salah satu unit dari Kompas Gramedia Group, adalah penyedia solusi acara terintegrasi terkemuka dalam industri Pertemuan, Insentif, Konferensi, dan Pameran MICE di Indonesia. Perusahaan yang merupakan holding company yang mengelola berbagai lini bisnis Grup Dyandra ini juga bergerak di bidang manajemen properti dan hotel. Perusahaan ini memiliki empat cabang utama di Indonesia dan 21 anak perusahaan yang tersebar di berbagai kota besar di Indonesia."
299,Sponsor,Finance,"Sentral Senayan III, 26th Floor
Jalan Asia Afrika No. 8, Gelora
Bung Karno Senayan
Jakarta 10270
Phone: +62 21 292 28888
Fax: +62 21 2922 8730
Email: DTjahajani@bankbii.com
www.bii.co.id",Bank Maybank Indonesia,"PT Bank Maybank Indonesia Tbk, sebelumnya dikenal sebagai Bank Internasional Indonesia, adalah salah satu bank swasta terkemuka di Indonesia yang menyediakan berbagai produk dan layanan untuk nasabah individu dan korporasi melalui perbankan ritel, perbankan korporasi, swasta dan global serta bisnis pembiayaan mobil melalui anak perusahaan."
300,Sponsor,Finance,"Bank NISP Tower
Jalan Prof. Dr. Satrio Kav. 25
Jakarta - 12940
Phone: +62 21 255 33888
Fax: +62 21 579 44000
Email: angeline.nangoi@ocbcnisp.com
www.banknisp.com",Bank OCBC NISP,"Bank OCBC NISP, yang sebelumnya dikenal sebagai Bank NISP, merupakan bank tertua keempat di Indonesia. Bank ini secara khusus berfokus pada segmen usaha kecil dan menengah."
301,Sponsor,Finance,"Gedung Artha Graha Lt. V
Jalan Jend. Sudirman Kav. 52 - 53
Jakarta - 12190
Phone: +62 21 515 2168
Fax: +62 21 515 3471
Email: co_secretary@ag.co.id
www.arthagraha.com",Bank Artha Graha Internasional,"PT Bank Artha Graha Internasional Tbk adalah lembaga keuangan yang berbasis di Indonesia. Perusahaan beroperasi sebagai bank komersial dan melakukan kegiatan berikut pengelolaan rekening tabungan dan deposito, memberikan kredit, menerbitkan surat promes, transaksi dalam mata uang asing, melakukan kegiatan perbendaharaan, serta kegiatan perbankan lainnya."
302,Sponsor,Finance,"Jalan Otto Iskandardinata No. 18,
Bandung - 40171
Phone: +62 22 420-0202
Fax: +62 22 420-0401
www.bankartos.co.id",Bank Artos Indonesia,"PT Bank Artos Indonesia Tbk adalah lembaga keuangan yang berbasis di Indonesia. Produk Bank Artos antara lain tabungan, giro dan deposito tetap. Ia menawarkan pinjaman individu dan korporasi, termasuk pinjaman investasi, pinjaman modal kerja dan pinjaman konsumen. Dengan kantor pusatnya di Bandung Jawa Barat , perusahaan ini terutama aktif di wilayah Jabodetabek."
303,Sponsor,Finance,"Menara BCA 20th Floor, Grand Indonesia
Jalan M.H. Thamrin No. 1
Jakarta - 10310
Phone: +62 21 2358 8000
Fax: +62 21 2358 8300
www.klikbca.com",Bank Central Asia,"PT Bank Central Asia Tbk BCA adalah pemberi pinjaman terbesar di Indonesia berdasarkan nilai pasar dan bank terbesar kedua berdasarkan aset. Bank ini telah mengalami pemulihan yang luar biasa dari Krisis Keuangan Asia pada akhir tahun 1990an ketika sistem perbankan Indonesia hampir bangkrut. Dari segi kapitalisasi pasar, BCA merupakan salah satu perusahaan terbesar di Indonesia. Ini menyediakan layanan perbankan komersial dan pribadi melalui lebih dari 1000 cabang di seluruh negeri. BCA sebagian dikendalikan oleh Grup Djarum, salah satu konglomerat terbesar di Indonesia, yang menjalankan bisnis mulai dari manufaktur rokok hingga pengembangan dan manajemen properti."
304,Sponsor,Finance,"Graha CIMB Niaga
Jalan Jenderal Sudirman Kav. 58
Jakarta - 12190
Phone: +62 21 250 5252
Fax: +62 21 250 5205 
Email: Corporate.Secretary@cimbniaga.co.id
www.cimbniaga.com",Bank CIMB Niaga,"PT Bank CIMB Niaga Tbk adalah bank yang berbasis di Indonesia yang menawarkan berbagai layanan perbankan kepada konsumen. Per Januari 2018 merupakan bank terbesar kelima di Indonesia dalam hal aset, penyaluran kredit, dan dana pihak ketiga."
305,Sponsor,Finance,"Menara Bank Danamon 7th Floor,
Jalan Prof. DR. Satrio Kav. E4/6
Mega Kuningan, Jakarta 12950
Phone: +62 21 5799 1001
Fax: +62 21 5799 1160
Email: corpsec@danamon.co.id
www.danamon.co.id",Bank Danamon Indonesia,"PT Bank Danamon Indonesia Tbk merupakan bank terbesar keenam di Indonesia dari segi aset. Bank Danamon bergerak dalam bidang jasa perbankan umum yang meliputi perbankan konsumen, kartu kredit, usaha kecil dan menengah UKM dan komersial, pembiayaan perdagangan, produk treasury, manajemen kas, perencanaan keuangan, e Banking dan produk perbankan syariah."
306,Sponsor,Finance,"Plaza Mandiri 
Jalan Jenderal Gatot Subroto Kav. 36-38, 
Jakarta 12190
Phone: +62 21 526 5045
Fax: +62 21 527 4477
Email: sukoriyanto.saputro@bankmandiri.co.id
www.bankmandiri.co.id",Bank Mandiri,"PT Bank Mandiri Tbk adalah lembaga keuangan terbesar kedua di Indonesia berdasarkan aset. Bank Mandiri menawarkan produk dan layanan perbankan dan non bank yang lengkap kepada pelaku usaha dan individu di seluruh Indonesia. Perusahaan juga melayani klien internasional dengan anak perusahaan, cabang dan kantor perwakilan di London, Hong Kong, Singapura, Malaysia, Timor Leste, Shanghai, dan Kepulauan Cayman. Bank Mandiri didirikan sebagai dampak dari Krisis Keuangan Asia. Ketika sektor keuangan Indonesia terpuruk pada akhir tahun 1990an, empat bank milik negara Bank Exim, Bank Bumi Daya, Bank Dagang Negara dan Bapindo digabung menjadi Bank Mandiri sebagai bagian dari program restrukturisasi bank pemerintah."
307,Sponsor,Finance,"Menara Bank Mega
Jalan Kapten Tendean No.12 - 14A
Jakarta - 12970
Phone: +62 21 791 75000
Fax: +62 21 791 75015
Email: gatot@bankmega.com
www.bankmega.com",Bank Mega,"PT Bank Mega Tbk adalah bank Indonesia yang menyediakan layanan perbankan umum, termasuk produk simpanan giro, tabungan dan deposito , produk pinjaman pinjaman modal kerja, pinjaman konsumen, pinjaman usaha patungan, dan banyak lagi , penjaminan obligasi dan saham, saham perantaraan, asuransi, pengelolaan investasi, impor dan ekspor, jasa konsultasi, dan kegiatan usaha lainnya yang berkaitan dengan pasar modal. Melalui Mega Corpora, taipan bisnis Indonesia Chairul Tanjung memiliki saham besar di Bank Mega."
308,Sponsor,Finance,"BNI Building, 24th Floor
Jalan Jenderal Sudirman Kav. 1, 
Jakarta - 10220
Phone: +62 21 251 1946
Fax: +62 21 251 1214
Email: tribuana.tunggadewi@bni.co.id
www.bni.co.id",Bank Negara Indonesia,"PT Bank Negara Indonesia Tbk BNI adalah bank terbesar keempat di Indonesia dalam hal aset, pinjaman, dan dana pihak ketiga. Perusahaan ini menyediakan jasa keuangan yang didukung oleh anak perusahaannya di bidang perbankan syariah Bank BNI Syariah , pembiayaan BNI Multi Finance , pasar modal BNI Securities , serta asuransi BNI Life Insurance ."
309,Sponsor,Finance,"Panin Bank Centre
Jalan Jenderal Sudirman
Jakarta
Phone: +62 21 270 0545
Fax: +62 21 270 0340
Email: jasman@panin.co.id
www.panin.co.id",Bank Pan Indonesia,"PT Bank Pan Indonesia Tbk adalah lembaga keuangan Indonesia yang bergerak di bidang perbankan, pembiayaan, asuransi dan sekuritas di Indonesia dan luar negeri. Jaringan bisnis Bank Panin mencakup seluruh kota besar di seluruh Indonesia. Ia juga menyediakan layanan Internet Banking, Mobile Banking, Phone Banking, Call Center, dan Kartu Debit yang dapat diakses secara internasional bekerja sama dengan MasterCard dan Maestro."
310,Sponsor,Finance,"Gedung Panin Life Center
Jalan Letjen S. Parman Kav. 91
Slipi, West Jakarta - 11420
Phone: +62 21 5695 6100
Fax: +62 21 5695 6105
Email: corsec@paninbanksyariah.co.id
www.paninbanksyariah.co.id",Bank Panin Syariah,"PT Bank Panin Syariah Tbk adalah bank umum yang berbasis di Indonesia yang menyediakan layanan dan produk berdasarkan prinsip Islam syariah . Perusahaan yang merupakan anak perusahaan Bank Pan Indonesia Panin ini memiliki 13 cabang. Pada bulan Januari 2014 Bank Panin Syariah melakukan penawaran umum perdana di Bursa Efek Indonesia BEI , mengumpulkan modal baru sebesar Rp 475 miliar. Ini adalah bank syariah pertama dan satu satunya yang terdaftar di BEI."
311,Sponsor,Finance,"BRI I Building,
Jalan Jenderal Sudirman No. 44-46, 
Jakarta 10210
Phone: +62 21 251 0244
Fax: +62 21 570 0916
Email: ir@bri.co.id
www.bri.co.id",Bank Rakyat Indonesia,"PT Bank Rakyat Indonesia Tbk BRI adalah salah satu bank komersial terkemuka di Indonesia dan pemberi pinjaman terbesar berdasarkan aset. Fokus bisnis BRI adalah pada layanan perbankan pada usaha mikro, kecil, dan menengah UMKM . BRI merupakan bank tertua di Indonesia dan merupakan badan usaha milik negara hingga tahun 2003 ketika mencatatkan 30 persen sahamnya di Bursa Efek Indonesia BEI . Saat ini merupakan salah satu perusahaan Indonesia terbesar dalam hal kapitalisasi pasar."
312,Sponsor,Finance,"Sinar Mas Land Plaza - Menara I, 8th Floor
Jln. M.H. Thamrin No. 51
Jakarta - 10350
Phone: +62 21 319 90101
Fax: +62 21 319 90401
Email: purwanto@banksinarmas.com
www.banksinarmas.com",Bank Sinarmas,PT Bank Sinarmas Tbk adalah lembaga keuangan Indonesia yang menyediakan perbankan konvensional dan syariah.
313,Sponsor,Finance,"Menara BTN
Jalan Gajah Mada No. 1 
Jakarta 10130
Phone: +62 21 633 6789
Fax: +62 21 633 6719
Email: rakhmat.nugroho@btn.co.id
www.btn.co.id",Bank Tabungan Negara,PT Bank Tabungan Negara Tbk BTN adalah bank Indonesia yang merupakan pemimpin pasar di sektor pinjaman hipotek negara dan masuk dalam 10 besar bank terbesar di Indonesia dalam hal aset dan pinjaman kredit.
314,Sponsor,Finance,"Menara Cyber 2, Floor 24-25
Jalan H.R. Rasuna Said Blok X-5 No.13
Jakarta - 12950
Phone: +62 21 300 26200
Fax: +62 21 300-26308
Email: anika.faisal@bankbtpn.co.id
www.btpn.com",Bank Tabungan Pensiunan Nasional,PT Bank Tabungan Pensiunan Nasional Tbk adalah lembaga keuangan berbasis di Indonesia yang menyediakan berbagai layanan perbankan.
315,Sponsor,Finance,"Panin Tower 15th Floor, Senayan City
Jalan Asia Afrika Lot. 19, Kel. Gelora, 
Kecamatan Tanah Abang, 
Jakarta - 10270
Phone: +62 21 727 81800
Fax: +62 21 727 81900
Email: corsec@victoriabank.co.id
www.victoriabank.co.id",Bank Victoria International,"PT Bank Victoria International Tbk adalah bank komersial swasta yang berbasis di Indonesia. Per Maret 2016 pemberi pinjaman memiliki satu kantor pusat, enam kantor cabang, 63 kantor cabang pembantu, dan 32 kantor kas yang tersebar di wilayah Jabodetabek dan Surabaya Jawa Timur ."
316,Sponsor,Finance,"Primagraha Persada Building
Jalan Gedung Kesenian No. 3-7
Pasar Baru, Central Jakarta - 10710
Phone: +6221 351 7523
Fax: +6221 351 7530
Email: iim_wardiman@yudhabhakti.co.id
www.yudhabhakti.co.id",Bank Yudha Bhakti,"PT Bank Yudha Bhakti Tbk adalah lembaga keuangan komersial berukuran kecil yang berbasis di Indonesia yang menawarkan produk produk seperti rekening tabungan, giro, deposito berjangka, deposito sertifikat yang dapat dinegosiasikan dan beberapa produk pembiayaan. Bank ini memiliki cabang di berbagai kota di Pulau Jawa dan Sumatera."
317,Sponsor,Finance,"Ruko Pinangsia, Karawaci Office Park, Blok M, No. 38/39
Lippo Karawaci, Tangerang - 15139
Phone: +62 21 551 6588
Fax: +62 21 551 5970
Email: agus.benawar@lipposecurities.com
www.lipposec.com",Lippo Securities,"PT Lippo Securities Tbk bergerak dalam bidang penasihat keuangan di Indonesia. Kegiatannya meliputi penjaminan emisi dan perantara, manajemen investasi, dan penasihat investasi."
318,Sponsor,Finance,"Plaza Chase 17th Floor
Jalan Jenderal Sudirman Kav. 21
Jakarta - 12920
Phone: +62 21 520 8066
Fax: +62 21 520 8055
Email: corporate.secretary@buanafinance.co.id
www.buanafinance.co.id",Buana Finance,"PT Buana Finance Tbk adalah perusahaan multifinance yang berbasis di Indonesia yang fokus utamanya pada penyewaan dan pembiayaan konsumen. Perusahaan ini juga bergerak dalam bidang modal ventura, anjak piutang, dan pembiayaan kartu kredit."
319,Sponsor,Finance,"Wisma Slipi, 6th Floor
Jalan Letjend. S. Parman Kav. 12
Jakarta 11480
Phone: +62 21 530 8005
Fax: +62 21 530 8026
Email: Corporate_Secretary@clipan.com
www.clipan.co.id",Clipan Finance Indonesia,"PT Clipan Finance Indonesia Tbk adalah lembaga keuangan Indonesia. Bisnis intinya adalah investasi bersih dalam sewa pembiayaan, pembiayaan konsumen dan anjak piutang."
320,Sponsor,Finance,"Equity Tower 35th Floor
Sudirman Central Business District (SCBD) Lot. 9
Jalan Jenderal Sudirman Kav 52-53
South Jakarta - 12190
Phone: +62 21 292 77916
Fax: +62 21 29277915
Email: danasupra@cbn.net.id
www.danasupra.com",Danasupra Erapacific,"PT Danasupra Erapacific Tbk adalah lembaga keuangan Indonesia yang menyediakan aktivitas pembiayaan termasuk sewa guna usaha, anjak piutang, dan pembiayaan konsumen."
